STORE_TYPE,ZIP4,ZIP_CODE,RECORD_ID,STATE,LONGITUDE,STORE_STREET_ADDRESS,INCENTIVE_PROGRAM,Y,ADDITONAL_ADDRESS,CITY,STORE_NAME,LATITUDE,Ï»¿X,OBJECTID,GRANTEE_NAME,COUNTY
Grocery Store,2208,77054,1324594.0,TX,-95.386467,2802 OLD SPANISH TRL,,3464897.10391465,,HOUSTON,Med Center Fueling Inc,29.698841,-10618372.9350094,139435,,HARRIS
Grocery Store,6749,77379,1324703.0,TX,-95.548248,9001 LOUETTA RD,,3504510.72124841,,SPRING,Al Eman Halal Meat And International Groceries,30.007475,-10636382.3135494,139450,,HARRIS
Convenience Store,4310,77049,1324967.0,TX,-95.192917,14400 WALLISVILLE RD,,3478635.9644353,,HOUSTON,Wallisville Express N/A,29.80599,-10596827.0475664,139499,,HARRIS
Convenience Store,2204,77096,1325117.0,TX,-95.479836,5402 BIRDWOOD RD,,3462672.67871114,,HOUSTON,Quik Food Store,29.681482,-10628766.7245453,139531,,HARRIS
Convenience Store,7020,77093,1325135.0,TX,-95.33297,9140 EASTEX FWY,,3483603.31214965,,HOUSTON,Shahzor Express,29.844702,-10612417.6762104,139534,,HARRIS
Supermarket,4007,77401,1325165.0,TX,-95.468697,5106 BISSONNET ST,,3465981.20038645,,BELLAIRE,HEB Food Store 738,29.7073,-10627526.7367373,139540,,HARRIS
Grocery Store,2166,77099,1324265.0,TX,-95.570267,10880 BISSONNET ST,,3461754.13740019,Ste 195,HOUSTON,NFS Enterprises Inc,29.674313,-10638833.4574172,139797,,HARRIS
Other,3399,77083,1324268.0,TX,-95.643753,7863 HIGHWAY 6 S,,3464239.1804346,,HOUSTON,Onola African Imports,29.693707,-10647013.8815176,139798,,HARRIS
Convenience Store,3245,77072,1324285.0,TX,-95.595909,7621 COOK RD,,3464400.39036299,,HOUSTON,A-1 Food Mart,29.694965,-10641687.9118001,139811,,HARRIS
Convenience Store,3948,77063,1324353.0,TX,-95.529083,9349 RICHMOND AVE,,3468741.13085732,,HOUSTON,Totopan Bakery,29.728832,-10634248.8755084,139825,,HARRIS
Convenience Store,5400,77092,1393445.0,TX,-95.462708,3825 MANGUM RD,,3481118.88452011,,HOUSTON,Blue Bell Express,29.825342,-10626860.044307,139923,,HARRIS
Convenience Store,3689,77034,1393499.0,TX,-95.220268,11211 ALMEDA GENOA RD,,3455079.79842998,,HOUSTON,Time Saver Gas & Grocery #3,29.622206,-10599871.746959,139939,,HARRIS
Convenience Store,1850,77080,1393534.0,TX,-95.509293,3911 HOLLISTER ST,,3481575.82394706,,HOUSTON,Hollister Food Mart,29.828903,-10632045.8627856,139948,,HARRIS
Convenience Store,    ,77033,1640322.0,TX,-95.354553,9607 CULLEN BLVD,,3463184.44572013,,HOUSTON,Cullen Food Mart,29.685476,-10614820.2847802,140008,,HARRIS
Convenience Store,6607,77090,1395058.0,TX,-95.434196,589 W AIRTEX BLVD,,3501527.28775261,,HOUSTON,24 Seven #35,29.984264,-10623686.1029855,140025,,HARRIS
Convenience Store,4816,77389,1395093.0,TX,-95.436432,2213 SPRING STUEBNER RD,,3514409.47161762,,SPRING,7-Eleven Store 38838H,30.084448,-10623935.0133669,140033,,HARRIS
Convenience Store,5339,77095,1368427.0,TX,-95.668495,7127 QUEENSTON BLVD,,3488453.69713976,,HOUSTON,Queenston Food Mart,29.882488,-10649768.1483588,140547,,HARRIS
Convenience Store,3724,77045,1368156.0,TX,-95.411316,12170 ALMEDA RD,,3456649.09167682,,HOUSTON,Almeda Stores Inc.,29.63446,-10621139.1130361,140657,,HARRIS
Convenience Store,2419,77506,1595381.0,TX,-95.209724,602 MAIN ST,,3465477.90887515,,PASADENA,Roadstar #17,29.703373,-10598697.9942481,140793,,HARRIS
Other,3711,77060,1481232.0,TX,-95.408012,50 ALDINE BENDER RD,,3494718.17015126,Ste 145,HOUSTON,Tortilleria Zacatecas 7,29.931269,-10620771.3134385,140958,,HARRIS
Convenience Store,5500,77375,1528347.0,TX,-95.620003,615 W MAIN ST,,3515820.45760074,,TOMBALL,Nick's Food Store ,30.095415,-10644370.0436113,140986,,HARRIS
Discount Retail,    ,77373,1326859.0,TX,-95.382706,22618 ALDINE WESTFIELD RD,,3509121.62797579,Ste B,SPRING,Dollar Tree 7568,30.043337,-10617954.2624045,141082,,HARRIS
Convenience Store,    ,77057,1154244.0,TX,-95.495255,6345 WINDSWEPT LN,,3468378.60946305,Ste 1,HOUSTON,Supermercado Americas,29.726004,-10630483.1597738,141164,,HARRIS
Supermarket,2201,77060,1326134.0,TX,-95.400955,549 GREENS RD,,3497216.41656751,,HOUSTON,Food Max,29.950716,-10619985.731792,141249,,HARRIS
Discount Retail,    ,77084,1325873.0,TX,-95.703484,2424 GREENHOUSE RD,,3477565.93709308,Ste 150,HOUSTON,Dollar Tree 7554,29.797649,-10653663.1060222,141457,,HARRIS
Super Store,5881,77449,1326093.0,TX,-95.775917,23119 COLONIAL PKWY,,3477075.4040876,,KATY,H Mart Katy Llc,29.793825,-10661726.3106988,141513,,HARRIS
Grocery Store,4907,77076,1216124.0,TX,-95.384537,5715 AIRLINE DR,,3484220.38721443,,HOUSTON,Airline Market Y Taqueria,29.84951,-10618158.0883922,141610,,HARRIS
Convenience Store,6537,77035,1300573.0,TX,-95.50708,14647 MAIN ST,,3456135.66307537,Ste A & B,HOUSTON,Time Square/eskimo Hut,29.630451,-10631799.5127524,141712,,HARRIS
Discount Retail,    ,77026,1326541.0,TX,-95.317085,5001 LOCKWOOD DR,,3478669.70490935,,HOUSTON,DOLLAR GENERAL 18197,29.806253,-10610649.3660992,141723,,HARRIS
Convenience Store,3618,77506,1578470.0,TX,-95.19413,1324 HARRIS AVE,,3464743.06427714,Ste 100,PASADENA,Harris Food Mart,29.697639,-10596962.0781087,141738,,HARRIS
Discount Retail,2836,77521,1325482.0,TX,-94.926369,3315 MASSEY TOMPKINS RD,,3473647.32732745,,BAYTOWN,Family Dollar 12141,29.767097,-10567155.0599344,141813,,HARRIS
Convenience Store,3718,77029,1326217.0,TX,-95.283661,1701 MCCARTY ST,,3472857.64493571,,HOUSTON,Saru Goodiya Inc,29.760939,-10606928.6234389,141923,,HARRIS
Discount Retail,6537,77571,1326305.0,TX,-95.018532,3052 S BROADWAY ST,,3455807.4329483,,LA PORTE,DOLLAR GENERAL 18672,29.627888,-10577414.5981644,141950,,HARRIS
Convenience Store,3150,77562,1326436.0,TX,-95.024063,2404 E WALLISVILLE RD,,3480306.93011166,,HIGHLANDS,Breaktime,29.819014,-10578030.3062679,141985,,HARRIS
Convenience Store,2747,77093,1079864.0,TX,-95.335541,11218 BENTLEY ST,,3488036.95349804,,HOUSTON,Rainbow Food Store,29.879242,-10612703.8786213,142053,,HARRIS
Convenience Store,2131,77053,1072697.0,TX,-95.464348,15509 S POST OAK RD,,3452382.06922526,,HOUSTON,Buzzy Bee,29.601137,-10627042.6082719,142071,,HARRIS
Grocery Store,2282,77433,1263722.0,TX,-95.680954,10750 BARKER CYPRESS RD,,3495493.78568368,Ste 105,CYPRESS,Himalya Bazaar 2,29.937307,-10651155.0778946,142075,,HARRIS
Convenience Store,1726,77008,1397026.0,TX,-95.412628,801 NORTH LOOP W,,3479455.25440946,,HOUSTON,Checkout #43 43,29.812376,-10621285.164208,142141,,HARRIS
Convenience Store,7520,77373,1397100.0,TX,-95.362679,4501 TREASCHWIG RD,,3508281.78949916,,SPRING,Birnam Food Store,30.036806,-10615724.8669624,142252,,HARRIS
Grocery Store,    ,77449,1301331.0,TX,-95.719803,3820 N. FRY RD,,3481560.68219439,,KATY,Supermercado Teloloapan 16,29.828785,-10655479.7287925,142271,,HARRIS
Supermarket,3037,77339,1301774.0,TX,-95.233688,1387 KINGWOOD DR,,3509939.14451007,,KINGWOOD,Aldi 78055,30.049694,-10601365.6545255,142363,,HARRIS
Grocery Store,7325,77379,1302070.0,TX,-95.517906,16215 STUEBNER AIRLINE RD,,3505428.98952894,,SPRING,Lmmm Houston 65 Ltd. 65,30.014618,-10633004.6575598,142431,,HARRIS
Grocery Store,    ,77036,1302109.0,TX,-95.552177,9817 BISSONNET ST,,3461853.30442004,Ste I,HOUSTON,Mex African Foods,29.675087,-10636819.6878287,142433,,HARRIS
Other,1737,77008,1160402.0,TX,-95.412514,803 W 24TH ST,,3478874.33059747,,HOUSTON,Elite Mobile Grocery,29.807848,-10621272.4737861,142572,,HARRIS
Pharmacy,    ,77204,1634315.0,TX,-95.485291,8201 KATY FREEWAY,,3475685.74786151,,HOUSTON,CVS Pharmacy 6726,29.782991,-10629373.9723675,142628,,HARRIS
Specialty Store,5231,77072,1302378.0,TX,-95.566933,10600 BELLAIRE BLVD,,3465571.72184336,Ste 114,HOUSTON,Linda's Tropical Fruits,29.704105,-10638462.3182349,142673,,HARRIS
Convenience Store,8810,77093,1302430.0,TX,-95.338333,3118 E CROSSTIMBERS ST,,3481597.38172746,,HOUSTON,V Stop,29.829071,-10613014.6826396,142686,,HARRIS
Convenience Store,3784,77346,1396160.0,TX,-95.191261,12331 WILL CLAYTON PKWY,,3500867.48157838,,HUMBLE,Time Saver,29.97913,-10596642.7024896,142699,,HARRIS
Discount Retail,3037,77339,1302450.0,TX,-95.23378,1385 KINGWOOD DR,,3509937.72985379,,KINGWOOD,Dollar Tree 7035,30.049683,-10601375.8959186,142700,,HARRIS
Convenience Store,4102,77057,1396166.0,TX,-95.501068,2424 S VOSS RD,,3470305.16632081,Ste S,HOUSTON,Voss Park Mart,29.741032,-10631130.2599738,142703,,HARRIS
Discount Retail,6328,77090,1302457.0,TX,-95.424416,15135 NORTH FWY,,3502143.8145325,Ste 120,HOUSTON,Dollar Tree 7369,29.989061,-10622597.3983655,142710,,HARRIS
Grocery Store,6402,77083,1302579.0,TX,-95.61631,13221 OLD RICHMOND RD,,3461887.25712808,,HOUSTON,Texas Grocers And Halal Meat Market,29.675352,-10643958.9407318,142727,,HARRIS
Convenience Store,3320,77051,1302616.0,TX,-95.355392,9421 CULLEN BLVD,,3459300.82945482,,HOUSTON,Cullen Food Mart,29.655163,-10614913.681833,142734,,HARRIS
Convenience Store,2726,77017,1395631.0,TX,-95.245316,10010 LA PORTE FWY,,3465758.96534467,,HOUSTON,Checkpoint  9,29.705566,-10602660.0775644,142753,,HARRIS
Convenience Store,6027,77089,1395649.0,TX,-95.204788,12375 SCARSDALE BLVD,,3451279.1447138,,HOUSTON,Food Mart,29.592522,-10598148.5212416,142757,,HARRIS
Convenience Store,7835,77036,1395689.0,TX,-95.555458,10101 BISSONNET ST,,3461794.62410162,Ste C,HOUSTON,99 Cent Mart,29.674629,-10637184.927078,142770,,HARRIS
Convenience Store,3346,77009,1396356.0,TX,-95.360947,4634 IRVINGTON BLVD,,3478230.3159472,,HOUSTON,Corner Food Mart,29.802828,-10615532.0616043,142824,,HARRIS
Convenience Store,2529,77044,1396495.0,TX,-95.227348,8005 JOHN RALSTON RD,,3482854.46831833,,HOUSTON,Peecee Food Mart,29.838867,-10600659.8889539,142846,,HARRIS
Convenience Store,8368,77379,1395829.0,TX,-95.480888,17627 KUYKENDAHL RD,,3507307.38390795,,SPRING,Cw Express Food Mart,30.029228,-10628883.8326496,142873,,HARRIS
Other,1737,77008,1396633.0,TX,-95.412498,803 W 24TH ST,,3478904.86436553,,HOUSTON,On The Go Grocery Supply,29.808086,-10621270.6926742,142904,,HARRIS
Convenience Store,6466,77571,1395886.0,TX,-95.012291,1105 SAN JACINTO ST,,3459186.18235904,,LA PORTE,Sylvan Beach Grocer,29.654268,-10576719.8532223,142942,,HARRIS
Convenience Store,5562,77449,1370497.0,TX,-95.720406,6120 FRY RD,,3485934.44087982,,KATY,Circle A Food Store 5,29.862864,-10655546.8544454,143128,,HARRIS
Convenience Store,3407,77070,1576040.0,TX,-95.570427,10203 CYPRESSWOOD DR,,3500812.60636435,,HOUSTON,Checkout #45,29.978703,-10638851.2685357,143135,,HARRIS
Convenience Store,2602,77067,1576321.0,TX,-95.46788,11470 VETERANS MEMORIAL DR,,3496918.22511737,,HOUSTON,Pitstop Express #24,29.948395,-10627435.7887133,143138,,HARRIS
Grocery Store,1331,77099,1370864.0,TX,-95.600876,12639 BISSONNET ST,,3462152.21944821,,HOUSTON,Sunrise African Supermarket,29.67742,-10642240.8357109,143175,,HARRIS
Convenience Store,1948,77093,1301803.0,TX,-95.354965,2104 WARDMONT ST,,3488178.94780549,,HOUSTON,Vy Food Store,29.880348,-10614866.1484104,143376,,HARRIS
Convenience Store,1107,77095,1130895.0,TX,-95.672562,17355 FM 529 RD,,3487988.16739062,,HOUSTON,Z's Corner Food Mart,29.878862,-10650220.8847279,143396,,HARRIS
Convenience Store,8809,77093,1370433.0,TX,-95.338013,3141 E CROSSTIMBERS ST,,3481648.06831822,,HOUSTON,Welcome Corner Store 1,29.829466,-10612979.0604025,143522,,HARRIS
Convenience Store,9001,77571,1370436.0,TX,-95.093208,1806 S BATTLEGROUND RD,,3464511.62382748,Ste A,LA PORTE,Battleground Food Mart 1,29.695833,-10585727.4924588,143525,,HARRIS
Supermarket,    ,77044,966519.0,TX,-95.196991,12680 WEST LAKE HOUSTON PKWY,,3493881.97624716,,HOUSTON,HEB Food Store 614,29.924759,-10597280.5631718,143582,,HARRIS
Convenience Store,3113,77004,1370185.0,TX,-95.365746,3305 EMANCIPATION AVE,,3469346.59513501,,HOUSTON,Star Food Mart,29.733555,-10616066.2838407,143679,,HARRIS
Convenience Store,1404,77087,988975.0,TX,-95.304665,4302 TELEPHONE RD,,3465416.00806972,,HOUSTON,Fuel Express 9,29.70289,-10609266.7780235,143722,,HARRIS
Convenience Store,4414,77087,989348.0,TX,-95.296638,5418 TELEPHONE RD,,3463188.41795221,,HOUSTON,Star Stop 18,29.685507,-10608373.2164709,143757,,HARRIS
Discount Retail,4215,77065,989424.0,TX,-95.586571,10719 JONES RD,,3494559.91850664,,HOUSTON,Dollar Tree 428,29.930037,-10640648.4103951,143767,,HARRIS
Convenience Store,1847,77502,1267589.0,TX,-95.220497,1615 RICHEY ST,,3463478.52234268,,PASADENA,El Pulgarcito De America,29.687771,-10599897.2391224,143829,,HARRIS
Super Store,    ,77433,1368856.0,TX,-95.715202,26960 NORTHWEST FWY,,3500834.83915097,,CYPRESS,Costco Wholesale 1208,29.978876,-10654967.5478153,143879,,HARRIS
Convenience Store,2047,77099,1303102.0,TX,-95.576912,11249 BISSONNET ST,,3461733.25348686,,HOUSTON,N P Food Mart,29.67415,-10639573.1754335,144181,,HARRIS
Specialty Store,1501,77083,1303362.0,TX,-95.643776,6275 HIGHWAY 6 S,,3466310.07427722,,HOUSTON,Jolly Jollybakery Inc,29.709866,-10647016.4418659,144230,,HARRIS
Convenience Store,2745,77080,1303416.0,TX,-95.526344,3231 CAMPBELL RD,,3480843.13760157,,HOUSTON,Mundo Latino,29.823193,-10633943.9714231,144234,,HARRIS
Pharmacy,1110,77091,1303610.0,TX,-95.486366,6486 W LITTLE YORK RD,,3486319.5376531,,HOUSTON,Walgreens 16261,29.865864,-10629493.6408202,144267,,HARRIS
Supermarket,2337,77521,1302941.0,TX,-94.964058,4910 N MAIN ST,,3474940.95711017,#100,BAYTOWN,Lmmm Houston 69 Ltd. 69,29.777184,-10571350.5802229,144337,,HARRIS
Convenience Store,5852,77493,1328968.0,TX,-95.802322,25010 FRANZ RD,,3478148.59767392,,KATY,Speedy Express #39,29.802191,-10664665.7018532,144453,,HARRIS
Convenience Store,    ,77036,991121.0,TX,-95.532951,8331-C BEECHNUT ST.,,3463936.75707902,,HOUSTON,Arandas Bakery Inc 2,29.691347,-10634679.4592988,144534,,HARRIS
Convenience Store,3275,77429,1328009.0,TX,-95.633293,13925 CYPRESS NORTH HOUSTON RD,,3496714.33863182,,CYPRESS,Prime Mart 50,29.946808,-10645849.4796439,144574,,HARRIS
Convenience Store,1916,77095,1328120.0,TX,-95.634132,15204 WEST RD,,3491021.60467537,,HOUSTON,Super K Food Store,29.902487,-10645942.8766967,144610,,HARRIS
Discount Retail,2219,77091,1328161.0,TX,-95.422531,6831 W MONTGOMERY RD,,3485387.23827848,,HOUSTON,Family Dollar 12197,29.858601,-10622387.5611254,144625,,HARRIS
Convenience Store,4610,77045,1327647.0,TX,-95.429901,3504 W OREM DR,,3455859.93896237,,HOUSTON,Shop N Carry,29.628298,-10623207.9857725,144655,,HARRIS
Convenience Store,3351,77004,1327819.0,TX,-95.353783,3329 ANITA ST,,3469062.63999243,,HOUSTON,Anita Food Store,29.73134,-10614734.5687723,144722,,HARRIS
Grocery Store,5536,77082,1327194.0,TX,-95.604706,3533 S DAIRY ASHFORD RD,,3467634.37018846,Ste E,HOUSTON,Aa&t African Food Market,29.720198,-10642667.1893606,144828,,HARRIS
Convenience Store,1103,77095,1327200.0,TX,-95.673073,17403 FM 529 RD,,3487987.91062212,,HOUSTON,Houston FM 529 Food Store,29.87886,-10650277.7689877,144830,,HARRIS
Convenience Store,1635,77084,1327270.0,TX,-95.68338,5803 BARKER CYPRESS RD,,3485327.68022214,,HOUSTON,Kroozin Market,29.858137,-10651425.1389793,144842,,HARRIS
Convenience Store,2546,77016,1328362.0,TX,-95.314072,5175 LITTLE YORK RD,,3486901.69759045,,HOUSTON,Little York C-Store,29.870399,-10610313.9604734,144947,,HARRIS
Convenience Store,2507,77088,1328368.0,TX,-95.479164,8501 ANTOINE DR,,3489573.1690576,,HOUSTON,Inwood Express,29.891207,-10628691.9178475,144951,,HARRIS
Convenience Store,4227,77018,1328446.0,TX,-95.429718,4303 ELLA BLVD,,3481530.14210359,,HOUSTON,Handi Stop 12,29.828547,-10623187.6143057,144971,,HARRIS
Convenience Store,6352,77026,1328461.0,TX,-95.342186,2724 QUITMAN ST,,3475723.45668751,,HOUSTON,Fuel Stop,29.783285,-10613443.5966376,144974,,HARRIS
Convenience Store,2125,77091,1328542.0,TX,-95.428116,7615 W MONTGOMERY RD,,3486001.19015771,,HOUSTON,A-Little York Food Mart,29.863384,-10623009.2804814,144991,,HARRIS
Supermarket,9638,77521,1305638.0,TX,-94.980591,6430 GARTH RD,,3477380.06084821,,BAYTOWN,HEB 742,29.7962,-10573191.0253642,145008,,HARRIS
Discount Retail,1331,77099,1253473.0,TX,-95.601196,12653 BISSONNET ST,,3462163.87894047,A,HOUSTON,Dollar Tree 6437,29.677511,-10642276.4579479,145059,,HARRIS
Super Store,6291,77044,1253560.0,TX,-95.200836,14221 E SAM HOUSTON PKWY N,,3494009.90651733,,HOUSTON,Kroger 128,29.925755,-10597708.5866139,145073,,HARRIS
Grocery Store,2909,77520,1574747.0,TX,-94.961456,301 CEDAR BAYOU RD,,3471162.77439137,,BAYTOWN,Asian Avenue.,29.747721,-10571060.9269079,145169,,HARRIS
Convenience Store,4315,77530,1305099.0,TX,-95.113808,16121 EAST FWY,,3475629.82613297,,CHANNELVIEW,Diamond Food Mart,29.782555,-10588020.6739692,145264,,HARRIS
Supermarket,6709,77077,1253979.0,TX,-95.582863,11683 WESTHEIMER RD,,3469721.19476107,,HOUSTON,HOUSTON (WEST) 431,29.736477,-10640235.6377232,145291,,HARRIS
Discount Retail,4748,77045,1251488.0,TX,-95.417801,2913 W OREM DR,,3455823.82504683,,HOUSTON,Family Dollar 11487,29.628016,-10621861.0199339,145402,,HARRIS
Supermarket,1144,77037,1305333.0,TX,-95.40937,161 WEST RD,,3492637.6770967,,HOUSTON,Aldi 78073,29.915071,-10620922.485307,145436,,HARRIS
Convenience Store,3713,77012,1251538.0,TX,-95.278091,1225 BROADWAY ST,,3466851.72200518,,HOUSTON,Star Stop 57,29.714092,-10606308.5738752,145482,,HARRIS
Discount Retail,4338,77073,1304615.0,TX,-95.408524,20741 IMPERIAL VALLEY DR,,3502734.1504532,,HOUSTON,Family Dollar 11955,29.993654,-10620828.3090178,145489,,HARRIS
Other,8364,77036,1304641.0,TX,-95.549789,9801 BISSONNET ST,,3461779.50563494,Suite H,HOUSTON,Holyland Meat Market,29.674511,-10636553.8568847,145509,,HARRIS
Convenience Store,3737,77080,1252476.0,TX,-95.544846,2750 GESSNER RD,,3480727.27177292,,HOUSTON,Kempwood Chervon,29.82229,-10636003.6046417,145637,,HARRIS
Super Store,2739,77504,1397358.0,TX,-95.206573,118 FAIRMONT PKWY,,3458581.32372297,,PASADENA,El Rancho 1638,29.649546,-10598347.2265326,145662,,HARRIS
Super Store,2437,77450,1252559.0,TX,-95.751648,569 S MASON RD,,3474815.14086053,,KATY,99 Ranch Market 106,29.776203,-10659024.6979768,145667,,HARRIS
Convenience Store,6577,77008,1252561.0,TX,-95.411713,910 N DURHAM DR,,3476218.42736105,Ste E,HOUSTON,Runny Food Store,29.787144,-10621183.306874,145668,,HARRIS
Convenience Store,8039,77377,1641905.0,TX,-95.608665,12010 SPRING CYPRESS RD,,3505249.77868217,,TOMBALL,Panthers 2 00009,30.013224,-10643107.9032247,145784,,HARRIS
Convenience Store,4221,77009,1305918.0,TX,-95.354187,3701 CHAPMAN ST,,3477120.17214364,,HOUSTON,Chapman Food Store,29.794174,-10614779.5418466,145847,,HARRIS
Convenience Store,3018,77083,1577345.0,TX,-95.661591,15655 BELLAIRE BLVD,,3464892.74669491,,HOUSTON,Family Food Store,29.698807,-10648999.5985944,146020,,HARRIS
Specialty Store,7597,77083,1569596.0,TX,-95.64579,6704 HIGHWAY 6 S,,3465610.42629997,,HOUSTON,El Bolillo Bakery #4 4,29.704407,-10647240.6393204,146031,,HARRIS
Grocery Store,3850,77063,1359982.0,TX,-95.534271,9540 RICHMOND AVE,,3468768.05117038,Ste C,HOUSTON,Regios Meat Market 2,29.729042,-10634826.4010266,146089,,HARRIS
Discount Retail,    ,77521,1605569.0,TX,-94.987366,4900 E. WALLISVILLE RD.,,3480547.25196954,Suite 500,BAYTOWN,DOLLARTREE 9678,29.820887,-10573945.2149143,146139,,HARRIS
Convenience Store,7001,77080,1323128.0,TX,-95.544968,1653 GESSNER RD,,3478153.72910434,,HOUSTON,Korner Store,29.802231,-10636017.1856196,146151,,HARRIS
Supermarket,5821,77062,1323154.0,TX,-95.121284,16701 EL CAMINO REAL,,3446610.77773829,,HOUSTON,Aldi 78066,29.556049,-10588852.8984824,146158,,HARRIS
Other,6300,77099,1323288.0,TX,-95.598335,12450 BISSONNET ST,,3462086.8752363,Ste 190,HOUSTON,Freetown International Market,29.67691,-10641957.9728848,146188,,HARRIS
Convenience Store,4219,77065,1664429.0,TX,-95.584991,10957 JONES RD,,3494697.74633053,,HOUSTON,QuikTrip 4629,29.93111,-10640472.5255996,146294,,HARRIS
Convenience Store,6910,77040,1660536.0,TX,-95.541435,7677 GESSNER RD,,3488842.84986232,,HOUSTON,Get N Go 501,29.885519,-10635623.8938586,146369,,HARRIS
Convenience Store,6029,77007,1329282.0,TX,-95.390182,3000 WASHINGTON AVE,,3473872.90482224,,HOUSTON,Flowers Bakery Outlet 299,29.768856,-10618786.4869177,146460,,HARRIS
Pharmacy,3307,77096,265315.0,TX,-95.47847,5300 N BRAESWOOD BLVD,,3462340.82264038,,HOUSTON,Walgreens 553,29.678892,-10628614.6621208,146503,,HARRIS
Grocery Store,4830,77015,1397444.0,TX,-95.217171,883 FEDERAL RD,,3474725.10797057,Ste G,HOUSTON,Coastal Seafood Market,29.775501,-10599526.9904961,146539,,HARRIS
Convenience Store,4405,77025,1397522.0,TX,-95.422569,9200 MAIN ST,,3463132.16613468,,HOUSTON,Grab N Go 4,29.685068,-10622391.791266,146569,,HARRIS
Convenience Store,4267,77506,1397528.0,TX,-95.219673,1219 RICHEY ST,,3463925.99298879,,PASADENA,Classic Fuel,29.691263,-10599805.511862,146573,,HARRIS
Convenience Store,6751,77090,1397697.0,TX,-95.431427,13102 KUYKENDAHL RD,,3500480.14728971,,HOUSTON,Kuykendahl Texaco,29.976116,-10623377.8593155,146635,,HARRIS
Convenience Store,3429,77338,1638321.0,TX,-95.318611,7031 FM 1960 RD W,,3504541.31627076,Ste F,HUMBLE,A&M Convenience Store & More 00001,30.007713,-10610819.2396421,146829,,HARRIS
Convenience Store,2248,77396,1397855.0,TX,-95.273254,15742 OLD HUMBLE RD,,3497030.89724276,,HUMBLE,Cougars Mart ,29.949272,-10605770.1214982,146871,,HARRIS
Convenience Store,4513,77530,1360322.0,TX,-95.114525,16141 MARKET ST,,3474863.36386457,,CHANNELVIEW,Magic Stop,29.776579,-10588100.4900441,146884,,HARRIS
Super Store,4547,77072,1360382.0,TX,-95.569283,10828 BEECHNUT ST,,3463598.07698108,Ste C,HOUSTON,Wazobia African Market,29.688704,-10638723.9190383,146892,,HARRIS
Convenience Store,5409,77092,1635458.0,TX,-95.462631,3801 MANGUM RD,,3481000.19328628,,HOUSTON,A J Mart,29.824417,-10626851.4727062,147147,,HARRIS
Convenience Store,5008,77021,1373654.0,TX,-95.353722,6802 CULLEN BLVD,,3463665.7354033,,HOUSTON,Sunmart 290 ,29.689232,-10614727.7782834,147181,,HARRIS
Convenience Store,4513,77091,1373827.0,TX,-95.45459,4590 W TIDWELL RD,,3483849.08619933,,HOUSTON,Roadster 15,29.846617,-10625956.3526807,147241,,HARRIS
Supermarket,3106,77388,1350519.0,TX,-95.491524,4623 FM 2920 RD,,3512926.73474887,Ste 100,SPRING,Lmmm Houston 75 Ltd. 75,30.072922,-10630067.8267537,147283,,HARRIS
Super Store,4234,77072,1350566.0,TX,-95.575539,11214 BEECHNUT ST,,3463520.80842233,,HOUSTON,El Ahorro Supermarket 18 Llc. 18,29.688101,-10639420.3337727,147297,,HARRIS
Other,2838,77080,1094875.0,TX,-95.524437,9443 KEMPWOOD DR,,3480574.58196945,,HOUSTON,Thang Hung Food Market,29.8211,-10633731.6851541,147444,,HARRIS
Specialty Store,    ,77433,1650767.0,TX,-95.725388,20611 FM 529,,3488104.48404824,Suite 106,CYPRESS,Seafood Central,29.879768,-10656101.4481485,147460,,HARRIS
Convenience Store,1657,77075,1371365.0,TX,-95.252762,9042 DEXTER ST,,3457051.49874461,,HOUSTON,Shah Food Mart,29.637602,-10603488.9624929,147627,,HARRIS
Convenience Store,3008,77066,1372356.0,TX,-95.520607,11602 CUTTEN RD,,3497199.71457889,,HOUSTON,Roadster 6,29.950586,-10633305.3315044,147825,,HARRIS
Convenience Store,2897,77028,1373576.0,TX,-95.262062,8000 MESA DR,,3482478.9720102,,HOUSTON,Mesa Food Mart,29.835941,-10604524.2337573,147901,,HARRIS
Discount Retail,    ,77045,1349885.0,TX,-95.446144,13239 HIRAM CLARKE RD,,3456684.05525568,,HOUSTON,Family Dollar 12273,29.634733,-10625016.1482615,147930,,HARRIS
Convenience Store,3648,77051,1638856.0,TX,-95.368729,3637 SUNBEAM ST,,3458651.64572791,,HOUSTON,J & B Food Market,29.650095,-10616398.3498817,148042,,HARRIS
Convenience Store,5310,77048,1378035.0,TX,-95.30233,6297 FUQUA ST,,3453778.43125831,,HOUSTON,Fuqua Express,29.612043,-10609006.8470125,148082,,HARRIS
Specialty Store,6741,77449,1306268.0,TX,-95.720474,3111 N FRY ROAD,,3478071.7547488,Ste 200,HOUSTON,Panaderia Tierra Caliente 6,29.801592,-10655554.4241708,148113,,HARRIS
Convenience Store,1714,77051,990238.0,TX,-95.356003,7410 CULLEN BLVD,,3462458.5729085,,HOUSTON,Star Stop 28,29.679811,-10614981.6980419,148370,,HARRIS
Convenience Store,1529,77037,1113994.0,TX,-95.409241,502 W MOUNT HOUSTON RD,,3490415.37332874,,HOUSTON,Okay Food Store,29.897766,-10620908.1250927,148510,,HARRIS
Convenience Store,2322,77049,1295914.0,TX,-95.18866,8130 ROYALWOOD DR,,3483179.53945274,,HOUSTON,Cherry's Food Mart,29.8414,-10596353.160494,148593,,HARRIS
