STORE_TYPE,ZIP4,ZIP_CODE,RECORD_ID,STATE,LONGITUDE,STORE_STREET_ADDRESS,INCENTIVE_PROGRAM,Y,ADDITONAL_ADDRESS,CITY,STORE_NAME,LATITUDE,Ï»¿X,OBJECTID,GRANTEE_NAME,COUNTY
Bakery,,77070,1.7012538450350592e+19,TX,-95.571373300445,10211 CYPRESSWOOD DR STE 100,,,,HOUSTON,KARMA KOLACHE CYPRESSWOOD,29.978632640581,,,,HARRIS
Liquor Store,,77045,8.099939222461565e+18,TX,-95.399822338145,10920 ALMEDA RD STE 100,,,,HOUSTON,MED CTR LIQUOR,29.663419835858,,,,HARRIS
Convenience Store,,77016,1.4973847090918738e+19,TX,-95.300329149465,5915 MOHAWK ST STE 2,,,,HOUSTON,PANTHERS 27,29.877721307546,,,,HARRIS
Convenience Store,,77093,4.2391235858771e+18,TX,-95.342495111487,9530 JENSEN DR,,,,HOUSTON,JENSEN FOOD MART,29.849055553274,,,,HARRIS
Convenience Store,,77004,5.908345788540209e+18,TX,-95.369224201296,2602 WHEELER ST,,,,HOUSTON,IM FOOD MART #2,29.725807596021,,,,HARRIS
Convenience Store,,77503,9.13762496988986e+18,TX,-95.168550188344,1205 DEEPWATER AVE,,,,PASADENA,E-Z 1 FOOD STORE,29.693285707781,,,,HARRIS
Supermarket,,77068,8.887514571086436e+17,TX,-95.463882848535,15945 KUYKENDAHL RD,,,,HOUSTON,MOLLY MAGUIRE'S,30.007047583927,,,,HARRIS
Supermarket,,77598,1.6708963416499964e+19,TX,-95.144541787523,15210 HIGHWAY 3 # 111-113,,,,WEBSTER,RAJ GROCERS I INC,29.565918587822,,,,HARRIS
Liquor Store,,77089,1.2427825007928693e+19,TX,-95.211563222105,10901 SCARSDALE BLVD,,,,HOUSTON,TEXAS LIQUOR STORE,29.586685112564,,,,HARRIS
Liquor Store,,77039,1.801674143541109e+19,TX,-95.335340148179,3801 ALDINE MAIL RD,,,,HOUSTON,HEART'S LIQUOR,29.902540498884,,,,HARRIS
Supermarket,,77015,1.4162681101974915e+19,TX,-95.201808767338,12620 WOODFOREST BLVD STE 200,,,,HOUSTON,KROGER TEXAS L.P. #331,29.791331061212,,,,HARRIS
Specialty Food,,77057,1.083727362988142e+19,TX,-95.488905648395,6116 WINDSWEPT LN STE A,,,,HOUSTON,HUARACHE MEXICANO,29.726447833552,,,,HARRIS
Liquor Store,,77071,2.479155533477268e+18,TX,-95.510008344009,7520 W BELLFORT ST,,,,HOUSTON,JIM'S LIQUOR,29.656057985584,,,,HARRIS
Supermarket,,77099,1.4112553014537112e+19,TX,-95.573334937871,11030 BISSONNET ST STE C1,,,,HOUSTON,JML WORLDWIDE MINI MARKET LLC,29.674449882138,,,,HARRIS
Liquor Store,,77065,1.2818427120125495e+19,TX,-95.58447365929,9344 JONES RD STE L,,,,HOUSTON,POUR N' MORE #3,29.907913108154,,,,HARRIS
Liquor Store,,77087,1.4911243421882012e+19,TX,-95.306459487838,6906 DIXIE DR,,,,HOUSTON,ROSE LIQUOR,29.681271509975,,,,HARRIS
Meat Market,,77373,6.063642509371264e+18,TX,-95.364168847808,4409 TREASCHWIG RD STE 115,,,,SPRING,CASA DEL PUEBLO MEAT MARKET #5,30.03567283368,,,,HARRIS
Convenience Store,,77449,1.3931587481726632e+19,TX,-95.722411456844,19936 SAUMS RD,,,,KATY,TOSTADAS ORTIZ USA LLC,29.800637826608,,,,HARRIS
Specialty Food,,77092,1.6325078606988762e+18,TX,-95.488901051977,5101 BINGLE RD,,,,HOUSTON,"BINGLE, LLC",29.839776591814,,,,HARRIS
Convenience Store,,77082,1.3864451900973992e+19,TX,-95.63084237619,13630 RICHMOND AVE STE A,,,,HOUSTON,WEST WIND MINI MARKET,29.729318160088,,,,HARRIS
Convenience Store,,77375,5.863705683566478e+18,TX,-95.619494944287,615 W MAIN ST # 5500,,,,TOMBALL,NICK'S FOOD STORE,30.095632221485,,,,HARRIS
Supermarket,,77042,1.06646062912407e+19,TX,-95.54885400581,3663 BRIARPARK DR,,,,HOUSTON,RANDALL'S FOOD AND DRUGS #6710,29.724697861623,,,,HARRIS
Convenience Store,,77033,1.0737009741543131e+19,TX,-95.33712829777,8103 MARTIN LUTHER KING JR BLVD,,,,HOUSTON,REDI MART,29.666244684188,,,,HARRIS
Bakery,,77379,1.0544963104085971e+18,TX,-95.521246889959,7110 LOUETTA RD STE G,,,,SPRING,HORNO MONTERREY BAKERY,30.022437543413,,,,HARRIS
Liquor Store,,77084,2.362992083642108e+18,TX,-95.687345022961,2919 BARKER CYPRESS RD STE K,,,,HOUSTON,ALCO LIQUOR,29.810790528635,,,,HARRIS
Liquor Store,,77562,1.3957774543471198e+19,TX,-95.057426100767,504 S MAIN ST STE B,,,,HIGHLANDS,ZIPPS LIQUOR #12,29.822559171659,,,,HARRIS
Liquor Store,,77077,1.2188272694427992e+19,TX,-95.609439848865,12831 WESTHEIMER RD,,,,HOUSTON,M K LIQUOR,29.736050463586,,,,HARRIS
Convenience Store,,77033,1.57247416749356e+19,TX,-95.336403451836,8703 MARTIN LUTHER KING BLVD STE B,,,,HOUSTON,FRIENDLY STORE 55,29.656882975464,,,,HARRIS
Convenience Store,,77081,8.786956053383937e+17,TX,-95.48308498678,5825 BELLAIRE BLVD,,,,HOUSTON,BFM FOOD MART,29.705492481244,,,,HARRIS
Bakery,,77346,1.0202297004012947e+19,TX,-95.165198394838,7211 ATASCOCITA RD,,,,HUMBLE,ATASCOCITA ROAD DO-NUT INC,29.997855222902,,,,HARRIS
Liquor Store,,77450,8.03778321619244e+18,TX,-95.71880746236,515 S FRY RD STE U,,,,KATY,SHELBYS LIQUOR II,29.778525079506,,,,HARRIS
Liquor Store,,77520,6.839640493945474e+18,TX,-94.980655025081,1248 GARTH RD STE G,,,,BAYTOWN,LIQUOR TOWN,29.740755287872,,,,HARRIS
Supermarket,,77024,9.142134158578977e+17,TX,-95.553759795224,10402 TOWN AND COUNTRY WAY APT 239,,,,HOUSTON,TUNDA LLC (NIA),29.781473667187,,,,HARRIS
Supermarket,,77562,1.5897526209199622e+19,TX,-95.056413800154,715 S MAIN ST,,,,HIGHLANDS,DEVILLIERS BOUDIN 2,29.807811100292,,,,HARRIS
Liquor Store,,77429,1.827529023065537e+19,TX,-95.655356538405,15014 SPRING CYPRESS RD STE 240,,,,CYPRESS,OASIS LIQUOR,29.985597469707,,,,HARRIS
Liquor Store,,77021,6.029426954750215e+18,TX,-95.372795945167,3302 DIXIE DR,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #11,29.705125084671,,,,HARRIS
Liquor Store,,77080,2.561016895772773e+18,TX,-95.523263493418,9402 KEMPWOOD DR,,,,HOUSTON,ZIMMER'S LIQUOR STORE,29.82202893156,,,,HARRIS
Bakery,,77505,1.0080441394597415e+19,TX,-95.158195964117,6025 CRENSHAW RD,,,,PASADENA,"JANUARY BABY CAKES, INC.",29.638835180263,,,,HARRIS
Liquor Store,,77396,1.224682944025882e+19,TX,-95.249496683948,4801 WILSON RD STE 1000,,,,HUMBLE,STONEFIELD LIQUOR & DISCOUNT TOBACCO,29.93733922402,,,,HARRIS
Confectionery,,77056,1.6401906340066578e+19,TX,-95.458561780299,1111 POST OAK BLVD APT 348,,,,HOUSTON,PEEKABOOM LLC,29.753280069915,,,,HARRIS
Convenience Store,,77520,1.2726080368531884e+19,TX,-94.99030725585,1800 N MAIN ST,,,,BAYTOWN,QUE LINDO ES MEXICO,29.723209027946,,,,HARRIS
Liquor Store,,77080,1.525745748483495e+19,TX,-95.509371846685,8788 HAMMERLY BLVD STE B,,,,HOUSTON,MC LIQUOR-2,29.811127472311,,,,HARRIS
Convenience Store,,77091,6.99979433791136e+18,TX,-95.449253844421,2502 W LITTLE YORK RD STE A,,,,HOUSTON,LUCKY MART,29.863207228105,,,,HARRIS
Convenience Store,,77388,1.6100394330129125e+19,TX,-95.485615683553,4711 LOUETTA RD STE 104,,,,SPRING,FOREVER VAPES #2,30.041786958759,,,,HARRIS
Liquor Store,,77028,7.475180290231453e+18,TX,-95.297883844284,7302 LEY RD,,,,HOUSTON,"YO MOMMA FAVORITE CORNER STORE, LLC",29.831292490243,,,,HARRIS
Liquor Store,,77087,1.118419099642405e+19,TX,-95.294052306534,7018 WOODRIDGE DR,,,,HOUSTON,LIQUOR WORLD DISCOUNT,29.703511841022,,,,HARRIS
Supermarket,,77506,1.1567428318378545e+19,TX,-95.211620817056,502 S SHAVER,,,,PASADENA,LA MICHOACANA #19,29.705212563181,,,,HARRIS
Convenience Store,,77043,7.987900229653253e+18,TX,-95.570045212033,10902 SHADOW WOOD DR,,,,HOUSTON,SAM'S MART #4,29.804701487381,,,,HARRIS
Convenience Store,,77009,8.204980201638021e+18,TX,-95.383763954834,4809 N MAIN ST,,,,HOUSTON,SHOP 4 U,29.798769609838,,,,HARRIS
Meat Market,,77081,1.8222575232108743e+19,TX,-95.482607909409,5800 BELLAIRE BLVD STE 104,,,,HOUSTON,BONITO MICHOACAN #5,29.705613254389,,,,HARRIS
Specialty Food,,77043,1.6999791766375057e+19,TX,-95.579497136644,1434 SHERWOOD FOREST ST,,,,HOUSTON,MI QUERENCIA LATIN MARKET HOUSTON,29.791600886722,,,,HARRIS
Specialty Food,,77506,1.077604165118888e+19,TX,-95.20627684237,601 JACKSON AVE,,,,PASADENA,NEVADO DE TOLUCA,29.705409409872,,,,HARRIS
Liquor Store,,77096,1.8327985376235639e+19,TX,-95.489451990834,5621 BEECHNUT ST STE D,,,,HOUSTON,RIO LIQUOR LLC,29.688754385859,,,,HARRIS
Supermarket,,77065,1.2818119332887808e+19,TX,-95.584717092563,10900 JONES RD STE 4,,,,HOUSTON,MI BODEGUITA CUBANA,29.931323758769,,,,HARRIS
Convenience Store,,77008,1.7905945968737143e+19,TX,-95.429000973377,1622 W 18TH ST,,,,HOUSTON,HEIGHT'S MOBIL,29.801587978242,,,,HARRIS
Liquor Store,,77536,7.890837107284266e+18,TX,-95.112196858685,8315 SPENCER HWY,,,,DEER PARK,RALSTON DRUG & DISCOUNT LIQUORS #32,29.66395675632,,,,HARRIS
Convenience Store,,77023,9.661683178438543e+18,TX,-95.310186045262,2505 BEATTY ST,,,,HOUSTON,AMIGO FOOD MART,29.710058653656,,,,HARRIS
Supermarket,,77011,1.3261317515840276e+19,TX,-95.304588631673,707 WAYSIDE DR,,,,HOUSTON,WAYSIDE TEXACO,29.741142822721,,,,HARRIS
Convenience Store,,77521,8.616988236903106e+18,TX,-94.963774613372,2906 N MAIN ST,,,,BAYTOWN,ANGELS GAS & GROCERY #8,29.753648023001,,,,HARRIS
Liquor Store,,77008,5.424667739624131e+18,TX,-95.410373679381,2807 N SHEPHERD DR STE B,,,,HOUSTON,UNO MAS LIQUOR #2,29.812004506427,,,,HARRIS
Convenience Store,,77520,5.52576240600173e+17,TX,-94.953838085233,1611 N ALEXANDER DR,,,,BAYTOWN,RYAN'S MART,29.740054580791,,,,HARRIS
Supermarket,,77070,7.492241120580929e+17,TX,-95.579731505591,10541 CYPRESS CREEK PKWY,,,,HOUSTON,LA VIOLETA CUBAN LLC,29.934973846605,,,,HARRIS
Liquor Store,,77339,9.100330918343296e+18,TX,-95.215087677019,2227 NORTHPARK DR,,,,KINGWOOD,PASCALES OF KINGWOOD,30.068906027038,,,,HARRIS
Confectionery,,77057,5.467928022400389e+18,TX,-95.498886459094,6467 WESTHEIMER RD STE A,,,,HOUSTON,HALO 11 LLC,29.737467758474,,,,HARRIS
Convenience Store,,77022,1.5813082478882669e+19,TX,-95.37767042736,101 TIDWELL RD STE A,,,,HOUSTON,TIDWELL FOOD STORE,29.845645600185,,,,HARRIS
Convenience Store,,77081,8.874528414463313e+18,TX,-95.480708722989,5816 ALDER DR,,,,HOUSTON,MI FAMILIA FOOD MART #1,29.718510300341,,,,HARRIS
Liquor Store,,77007,2.655823383382215e+18,TX,-95.387794717585,733 STUDEWOOD ST,,,,HOUSTON,PREMIUM DRAUGHT COMPANY,29.784537428201,,,,HARRIS
Convenience Store,,77502,2.601202803299798e+18,TX,-95.201517006291,903 GARNER RD STE A,,,,PASADENA,DAY 2 DAY GROCERY,29.683711039471,,,,HARRIS
Liquor Store,,77023,4.342156421344741e+18,TX,-95.308870562693,800 S WAYSIDE DR # A,,,,HOUSTON,UNO MAS LIQUOR #3,29.730630724875,,,,HARRIS
Liquor Store,,77506,1.6687024166130895e+19,TX,-95.211335392037,1107 SHAVER ST BLDG 2,,,,PASADENA,QUALITY LICENSING CORP (STORE 2724) FUEL CENTER,29.693611192938,,,,HARRIS
Liquor Store,,77505,1.640134403263282e+19,TX,-95.150434359565,5923 SPENCER HWY,,,,PASADENA,GENE'S BETTER TIMES,29.665789747184,,,,HARRIS
Liquor Store,,77074,1.0167649545692596e+19,TX,-95.500020406603,6626 SOUTHWEST FWY,,,,HOUSTON,DESI KORNER BAR,29.716522334391,,,,HARRIS
Liquor Store,,77015,1.5864237239892396e+19,TX,-95.186835205809,557 UVALDE RD,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #28,29.786444876265,,,,HARRIS
Supermarket,,77036,2.0279050547232957e+18,TX,-95.545915431399,6001 RANCHESTER DR APT 22,,,,HOUSTON,TOWN MARKET,29.712857516155,,,,HARRIS
Specialty Food,,77084,8.928938468583756e+18,TX,-95.676142205662,17602 W LITTLE YORK RD STE 7,,,,HOUSTON,TORTILLERIA LOS COMPAS,29.865435421203,,,,HARRIS
Grocery Store,,77009,6.159180833708593e+18,TX,-95.360341460864,2954 FULTON ST,,,,HOUSTON,LITTLE CAESARS #4564,29.788403721598,,,,HARRIS
Specialty Food,,77504,4.163617727918328e+18,TX,-95.181056670132,4029 BURKE RD APT 3802,,,,PASADENA,JIMMY JAMS,29.646553030434,,,,HARRIS
Liquor Store,,77044,1.342275460046802e+18,TX,-95.188954788434,13514 TIDWELL RD STE 500,,,,HOUSTON,STONEFIELD LIQUOR,29.853234442457,,,,HARRIS
Supermarket,,77055,5.648201903555168e+18,TX,-95.470375610009,6929 LONG POINT RD,,,,HOUSTON,VIENG THAI MARKET,29.802826077425,,,,HARRIS
Liquor Store,,77035,1.0516513513680226e+19,TX,-95.492931276286,12401 HILLCROFT ST,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #27,29.642800950165,,,,HARRIS
Produce Market,,77009,6.553541366263399e+18,TX,-95.381946712073,2520 AIRLINE DR,,,,HOUSTON,MI JARDIN,29.810069603101,,,,HARRIS
Liquor Store,,77092,6.077563611008681e+18,TX,-95.469965799181,10606 HEMPSTEAD RD STE 118,,,,HOUSTON,"LA FUENTE WINERY, LLC",29.808776523075,,,,HARRIS
Liquor Store,,77084,1.6474772911046218e+19,TX,-95.645705409902,4820 HIGHWAY 6 N,,,,HOUSTON,SPEC'S BEAR CREEK #40,29.846688683041,,,,HARRIS
Supermarket,,77080,3.710871189756201e+18,TX,-95.545137413459,2300 N GESSNER,,,,HOUSTON,KROGER TEXAS L.P. #607,29.814073093595,,,,HARRIS
Liquor Store,,77040,1.3016107107062446e+18,TX,-95.510250602944,13484 NORTHWEST FWY BLDG 1,,,,HOUSTON,QUALITY LICENSING CORP. STORE #2257 FUEL CENTER,29.852048753963,,,,HARRIS
Liquor Store,,77072,1.0921808158538025e+19,TX,-95.571417461358,6272 WILCREST DR,,,,HOUSTON,"NAPA LIQUOR STORE, BEER, WINE & SPIRIT",29.712239298764,,,,HARRIS
Liquor Store,,77598,1.638403965574141e+19,TX,-95.14138473192,572 EL DORADO BLVD,,,,WEBSTER,VALUE DISCOUNT LIQUOR,29.561356765731,,,,HARRIS
Liquor Store,,77093,3.901627534702298e+18,TX,-95.327812419523,4150 LAURA KOPPE RD STE A,,,,HOUSTON,N&W LIQUOR,29.840359456815,,,,HARRIS
Liquor Store,,77033,4.88906670515967e+18,TX,-95.336338186905,7203 MARTIN LUTHER KING BLVD,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #16,29.674615360918,,,,HARRIS
Liquor Store,,77095,4.150625213946155e+18,TX,-95.648789829204,16048 WEST RD,,,,HOUSTON,NEW LIQUOR SMOKE & VAPE,29.907786718587,,,,HARRIS
Meat Market,,77042,1.602492003162517e+19,TX,-95.548976441288,3151 BRIARPARK DR STE 175,,,,HOUSTON,TEE'S DELI,29.731494929551,,,,HARRIS
Convenience Store,,77338,1.379339009354415e+19,TX,-95.296650688555,8508 FM 1960 BYPASS RD W,,,,HUMBLE,FUEL ZONE #14,30.004754651588,,,,HARRIS
Convenience Store,,77396,3.694699493158833e+18,TX,-95.217498463707,10910 WILL CLAYTON PKWY,,,,HUMBLE,EXPRESS FOOD MART,29.979123001695,,,,HARRIS
Convenience Store,,77083,1.5874077298470618e+18,TX,-95.62402782725,7200 ELDRIDGE PKWY STE O,,,,HOUSTON,SONNY FOOD MART,29.703321037842,,,,HARRIS
Liquor Store,,77074,6.216209085001122e+18,TX,-95.501203144512,6715 BISSONNET ST STE 300,,,,HOUSTON,ELITE WINE & SPIRITS,29.690567976395,,,,HARRIS
Liquor Store,,77030,3.1244602927017006e+18,TX,-95.412399987904,7701 MAIN ST # A1217,,,,HOUSTON,DISTILLARE,29.696873228008,,,,HARRIS
Convenience Store,,77031,6.763535146199696e+18,TX,-95.542480097816,11230 PLAINFIELD ST,,,,HOUSTON,LA VILLA FOOD MART,29.656741878955,,,,HARRIS
Liquor Store,,77015,6.472636964162522e+18,TX,-95.177406030139,13750A EAST FWY,,,,HOUSTON,QUALITY LICENSING CORP.(STORE #1137)FUEL CENTER,29.770191943372,,,,HARRIS
Liquor Store,,77062,5.815891656603681e+18,TX,-95.12186028485,1928 EL DORADO BLVD,,,,HOUSTON,FLAK'S LIQUOR,29.577628544518,,,,HARRIS
Liquor Store,,77015,7.872129773817577e+18,TX,-95.186858416247,443 UVALDE RD,,,,HOUSTON,HEB PANTRY FOODS #304,29.790558509589,,,,HARRIS
Produce Market,,77009,1.4003768927117265e+19,TX,-95.381946712073,2520 AIRLINE DR,,,,HOUSTON,MANZANO'S PRODUCE,29.810069603101,,,,HARRIS
Convenience Store,,77041,1.509280710864e+19,TX,-95.574921453745,11250 FM 529 RD,,,,HOUSTON,JOHNNY'S FOOD MART,29.880454432829,,,,HARRIS
Supermarket,,77036,1.4397813076444203e+19,TX,-95.543957207947,10190 HARWIN DR # C,,,,HOUSTON,HAIDA GROUP LLC,29.718178523462,,,,HARRIS
Confectionery,,77061,1.078889184412797e+19,TX,-95.278526519154,7800 AIRPORT BLVD SPC RMU 1,,,,HOUSTON,HOBBY AIRPORT,29.657785297389,,,,HARRIS
Liquor Store,,77373,6.628665912886838e+18,TX,-95.422683979161,810 LOUETTA RD STE 6,,,,SPRING,JP LIQUOR,30.072291005298,,,,HARRIS
Liquor Store,,77098,1.292214766267448e+19,TX,-95.418738104621,3600 KIRBY DR STE C,,,,HOUSTON,B & B FINE WINE CRAFT SPIRITS,29.733408200374,,,,HARRIS
Supermarket,,77009,1.5138623008099025e+19,TX,-95.381938972637,2430 AIRLINE DR STE A,,,,HOUSTON,EL REY MEAT MARKET INC.,29.809049274237,,,,HARRIS
Supermarket,,77081,1.171164389657846e+19,TX,-95.4938444492,6475 HILLCROFT AVE STE B,,,,HOUSTON,DE AFGHANAN GROCERY,29.712038984231,,,,HARRIS
Bakery,,77433,1.1902716839415267e+19,TX,-95.735731764128,15055 FAIRFIELD MEADOWS DR STE 140,,,,CYPRESS,DUCK DONUTS,29.989485972699,,,,HARRIS
Grocery Store,,77028,1.4076935488425576e+19,TX,-95.262461404247,9413 MESA DR # B,,,,HOUSTON,LITTLE CAESAR ENTERPRISES #4555,29.849493465172,,,,HARRIS
Liquor Store,,77493,8.416730218204844e+18,TX,-95.790526144137,24020 CLAY RD STE 105,,,,KATY,BIG BOTTLE LIQUOR STORE,29.831497098438,,,,HARRIS
Supermarket,,77449,8.139557835471276e+18,TX,-95.719892338183,6055 FRY ROAD,,,,KATY,KROGER TEXAS L.P. #378,29.860033849631,,,,HARRIS
Specialty Food,,77379,1.4775478087913458e+19,TX,-95.512023070922,6402 LOUETTA RD STE 115,,,,SPRING,CHILL... THE MILKSHAKE BAR,30.027524864658,,,,HARRIS
Convenience Store,,77023,2.1719808318509056e+18,TX,-95.319107191875,1725 DISMUKE ST,,,,HOUSTON,SAM'S GROCERY,29.723312126382,,,,HARRIS
Convenience Store,,77571,1.3658992772905652e+19,TX,-95.034610892311,1601 W FAIRMONT PKWY,,,,LA PORTE,ANGELS,29.651806630857,,,,HARRIS
Liquor Store,,77009,4.7810137907077146e+17,TX,-95.360337237456,2904 FULTON ST # B,,,,HOUSTON,PRESIDENTE LIQUOR STORE,29.788139053935,,,,HARRIS
Liquor Store,,77032,1.68911402972266e+19,TX,-95.334863960281,3700 N TERMINAL RD,,,,HOUSTON,"DUFRY HOUSTON, INC.",29.987223320239,,,,HARRIS
Liquor Store,,77379,4.5043810284309914e+18,TX,-95.518073089304,16215 STUEBNER AIRLINE RD # 400,,,,SPRING,& LIQUOR #408,30.014697019645,,,,HARRIS
Convenience Store,,77373,1.5983853582428817e+19,TX,-95.435611786615,23800 INTERSTATE 45,,,,SPRING,THE SUITE SHOP,30.109764413593,,,,HARRIS
Supermarket,,77088,1.553827762998977e+19,TX,-95.494382847901,9436 N HOUSTON ROSSLYN RD STE A,,,,HOUSTON,SUPERMERCADO GIGANTE #2,29.87715511654,,,,HARRIS
Convenience Store,,77036,1.2086555249614692e+18,TX,-95.539120098683,5700 S GESSNER RD STE I,,,,HOUSTON,VARIEDADES CENTROAMERICA LLC,29.719465566694,,,,HARRIS
Liquor Store,,77021,1.648470737967922e+19,TX,-95.35312338397,6724 CULLEN BLVD,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #10,29.69077601965,,,,HARRIS
Liquor Store,,77022,7.696194760941914e+18,TX,-95.384462604193,4711 AIRLINE DR STE A,,,,HOUSTON,UNO MAS LIQUOR #11,29.836252836787,,,,HARRIS
Confectionery,,77032,2.778928299428758e+18,TX,-95.348412711738,2800 N TERMINAL RD # A,,,,HOUSTON,"SUBWAY, TERMINAL A",29.987351671091,,,,HARRIS
Supermarket,,77036,1.553444794394431e+18,TX,-95.547836480203,5870 RANCHESTER DR STE 650A,,,,HOUSTON,ENVIOS EL PAISA LLC,29.714812163126,,,,HARRIS
Specialty Food,,77065,1.4461913051737137e+18,TX,-95.584458923793,8301 JONES RD,,,,JERSEY VILLAGE,LA ARGENTINA GELATO,29.894569157885,,,,HARRIS
Liquor Store,,77067,2.0953360246333944e+18,TX,-95.475500732249,12002 VETERANS MEMORIAL DR STE B,,,,HOUSTON,SIP & SAVORS,29.957911842523,,,,HARRIS
Supermarket,,77521,2.8050693244112916e+18,TX,-94.980226924243,6315B GARTH RD,,,,BAYTOWN,KROGER # 150 FUEL CENTER,29.792587327479,,,,HARRIS
Bakery,,77336,1.605968293596465e+19,TX,-95.110927837594,29220 HUFFMAN CLEVELAND RD STE A,,,,HUFFMAN,DONUT DELIGHT,30.07763997859,,,,HARRIS
Confectionery,,77032,1.4873961817710416e+19,TX,-95.348412711738,2800 N TERMINAL RD,,,,HOUSTON,FRESHENS,29.987351671091,,,,HARRIS
Liquor Store,,77039,7.202008038915394e+18,TX,-95.331314239588,13300 JOHN F KENNEDY BLVD,,,,HOUSTON,QUALITY LICENSING CORP. STORE #4807,29.911284822226,,,,HARRIS
Liquor Store,,77093,1.770149098456346e+19,TX,-95.334494332457,10401 JENSEN DR # A,,,,HOUSTON,UNO MAS LIQUOR #9,29.862647420849,,,,HARRIS
Convenience Store,,77002,4.81790118916989e+18,TX,-95.365007245443,1000 MAIN ST STE 2300,,,,HOUSTON,CHANDLER PLAZA LLC,29.756940918955,,,,HARRIS
Liquor Store,,77035,1.9540753078933448e+18,TX,-95.477390039845,11320 CHIMNEY ROCK RD,,,,HOUSTON,HEB PANTRY FOODS #365,29.656671531837,,,,HARRIS
Liquor Store,,77018,3.397343355069287e+18,TX,-95.41036747367,3406 N SHEPHERD DR,,,,HOUSTON,VILLAGE LIQUOR,29.817695467764,,,,HARRIS
Convenience Store,,77083,1.3058915930879626e+18,TX,-95.622790634549,13655 BISSONNET ST STE 102,,,,HOUSTON,TNI DOLLAR STORE N GAMEROOM,29.680962564748,,,,HARRIS
Bakery,,77346,1.6374343608852763e+19,TX,-95.202755544315,4815 LAZY TIMBERS DR,,,,HUMBLE,DIVINE BUTTERCREAM CAKES LLC,29.982253794775,,,,HARRIS
Specialty Food,,77506,1.2774636751817886e+19,TX,-95.211345582507,1035 SHAVER ST,,,,PASADENA,REFRESQUERIA-ARCO-IRIS,29.694908985768,,,,HARRIS
Liquor Store,,77051,1.2279176564763281e+19,TX,-95.355755387675,8630 CULLEN BLVD,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #25,29.667419622442,,,,HARRIS
Liquor Store,,77079,7.477737377416652e+17,TX,-95.598586994594,14366 MEMORIAL DR STE B,,,,HOUSTON,S & R LIQUOR #2,29.770270104358,,,,HARRIS
Supermarket,,77089,1.7957343445788082e+19,TX,-95.223064171489,10998 FUQUA ST STE C,,,,HOUSTON,BEN THANH FOOD MARKET,29.612107891518,,,,HARRIS
Liquor Store,,77089,1.602028698257636e+19,TX,-95.199148743136,11623 S SAM HOUSTON PKWY E,,,,HOUSTON,LIQUOR DEPOT,29.883874400166,,,,HARRIS
Liquor Store,,77018,8.655572924533527e+18,TX,-95.410668099167,4279 N SHEPHERD DR,,,,HOUSTON,RALSTON DRUG & DISCOUNT LIQUORS #36,29.827125832043,,,,HARRIS
Convenience Store,,77039,5.072971545242193e+18,TX,-95.331800502919,4203 ALDINE MAIL RD,,,,HOUSTON,ALDINE EXPRESS,29.902561068222,,,,HARRIS
Supermarket,,77571,1.2938713350571246e+19,TX,-95.019022703165,913A S BROADWAY ST,,,,LA PORTE,LA PORTE TOBACCO SHOP,29.65486994506,,,,HARRIS
Supermarket,,77433,1.308740285209846e+19,TX,-95.718417853299,8020 FRY RD STE 108,,,,CYPRESS,CYPRESS INDIAN GROCERY LLC,29.894997920718,,,,HARRIS
Convenience Store,,77063,3.249812131197927e+17,TX,-95.506809696865,7913 WESTHEIMER RD,,,,HOUSTON,CHAPINITA STORE,29.737406995896,,,,HARRIS
Confectionery,,77032,9.415340568137847e+18,TX,-95.348412711738,2800 N TERMINAL RD STE 125,,,,HOUSTON,PANDA EXPRESS A17,29.987351671091,,,,HARRIS
Liquor Store,,77429,1.3008712317315072e+19,TX,-95.637039608882,14100 SPRING CYPRESS,,,,CYPRESS,HEB FOOD STORE #698,30.003084115309,,,,HARRIS
Convenience Store,,77039,9.669801313601203e+16,TX,-95.320644816355,13115 CRIEFFE RD,,,,HOUSTON,LATINO SUPERMARKET,29.910009952701,,,,HARRIS
Convenience Store,,77086,1.6871947072550486e+19,TX,-95.48037569203,9523 ANTOINE DR,,,,HOUSTON,SMOKE & DAIQUIRI TO GO,29.907366564903,,,,HARRIS
Liquor Store,,77035,5.77565942211794e+18,TX,-95.458678173915,4786 W BELLFORT ST,,,,HOUSTON,COLONY LIQUOR,29.671765783638,,,,HARRIS
Liquor Store,,77061,1.7793595514223673e+19,TX,-95.268987928411,7994 BELLFORT ST,,,,HOUSTON,HEB PANTRY FOODS #460,29.674725022221,,,,HARRIS
Liquor Store,,77055,1.686417793452378e+19,TX,-95.493974050427,8310 LONG POINT RD,,,,HOUSTON,5 STAR LIQUOR,29.80306295678,,,,HARRIS
Convenience Store,,77039,1.6888413144558684e+19,TX,-95.355657397163,14400 ALDINE WESTFIELD RD,,,,HOUSTON,FUEL DEPOT #54,29.924162346645,,,,HARRIS
