ADDITONAL_ADDRESS,STATE,COUNTY,LONGITUDE,STORE_NAME,STORE_TYPE,ZIP4,Ï»¿X,GRANTEE_NAME,RECORD_ID,INCENTIVE_PROGRAM,Y,OBJECTID,STORE_STREET_ADDRESS,LATITUDE,ZIP_CODE,CITY,CUISINE_TYPE,CATEGORY,SUBCATEGORY,SUB_SUBCATEGORY
,TX,DALLAS,-96.713264,QuikTrip 979,Convenience Store,1228,-10766071.3014354,,1112002.0,,3881325.79777774,92420.0,10101 ROYAL LN,32.894627,75238,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.689781,QuikTrip 973,Convenience Store,    ,-10763457.1858331,,1112004.0,,3847233.00263602,92422.0,401 E WINTERGREEN RD,32.637096,75141,HUTCHINS,General Retail/Food/Other,,,
Ste 125,TX,DALLAS,-96.611862,Altaqwa Market and Bakery,Convenience Store,7681,-10754783.28243,,927425.0,,3868483.10142186,92620.0,2411 N GALLOWAY AVE,32.797703,75150,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.610374,QuikTrip 982,Convenience Store,1801,-10754617.6390277,,928641.0,,3860399.40711038,92640.0,12631 LAKE JUNE RD,32.736641,75180,BALCH SPRINGS,General Retail/Food/Other,,,
,TX,DALLAS,-96.993416,Quiktrip 969,Convenience Store,4906,-10797257.6794202,,1062464.0,,3886832.0072445,92653.0,1484 S BELT LINE RD,32.93615,75019,COPPELL,General Retail/Food/Other,,,
,TX,DALLAS,-96.994774,Circle K 2706114,Convenience Store,4958,-10797408.8512887,,928648.0,,3856816.0615444,92654.0,726 E PIONEER PKWY,32.70956,75051,GRAND PRAIRIE,General Retail/Food/Other,,,
,TX,DALLAS,-96.776909,Family Dollar Store 7379,Discount Retail,    ,-10773156.230427,,868753.0,,3857871.99073087,93438.0,3428 BONNIE VIEW RD,32.717541,75216,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.55632,Dollar Tree 3893,Discount Retail,3603,-10748600.3752724,,867412.0,,3883472.78361888,93689.0,5707 LIBERTY GROVE RD,32.91082,75089,ROWLETT,Uncategorized,,,
,TX,DALLAS,-96.972672,Payless Beer & Wine,Convenience Store,4346,-10794948.4679031,,1106930.0,,3872617.24654363,94009.0,2016 W GRAUWYLER RD,32.828915,75061,IRVING,General Retail/Food/Other,,,
Ste 1012,TX,DALLAS,-96.822639,Whole Foods Market 10473,Super Store,    ,-10778246.870741,,1107005.0,,3889188.01614676,94023.0,5100 BELT LINE RD,32.953911,75254,ADDISON,Uncategorized,,,
,TX,DALLAS,-96.828667,Kroger 509,Super Store,8210,-10778917.9046315,,1051838.0,,3870774.23872715,94154.0,4901 MAPLE AVE,32.815002,75235,DALLAS,Uncategorized,,,
Ste B,TX,DALLAS,-96.646622,Dollar Tree 5210,Discount Retail,5920,-10758652.74793,,1106181.0,,3876417.56504423,94254.0,1202 W CENTERVILLE RD,32.857597,75041,GARLAND,Uncategorized,,,
Ste 135,TX,DALLAS,-96.695885,AZ Food Grocery,Other,5364,-10764136.6800049,,1103711.0,,3887163.34006889,94292.0,1551 E SPRING VALLEY RD,32.938648,75081,RICHARDSON,Uncategorized,,,
Ste 110,TX,DALLAS,-96.882843,Dollar Tree 5252,Discount Retail,8300,-10784948.7493647,,1103867.0,,3885032.38882712,94317.0,12895 JOSEY LN,32.922581,75234,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.861313,Dollar General 13707,Discount Retail,5953,-10782552.0407279,,1051396.0,,3876560.1572053,94454.0,3515 W NORTHWEST HWY,32.858673,75220,DALLAS,Uncategorized,,,
Ste 100,TX,DALLAS,-96.681335,Dallas Superstore,Super Store,6581,-10762516.9814139,,1106209.0,,3888314.05818144,94468.0,3212 N JUPITER RD,32.947323,75044,GARLAND,Uncategorized,,,
Ste 210,TX,DALLAS,-96.86071,Dollar Tree 4305,Discount Retail,3502,-10782484.9150749,,1053278.0,,3848817.56436996,94476.0,2525 W WHEATLAND RD,32.649082,75237,DALLAS,Uncategorized,,,
Ste 105,TX,DALLAS,-96.714417,Beer & Wine Convenience Store Inc.,Convenience Store,7395,-10766199.6528083,,1105035.0,,3882415.61616547,94478.0,9220 SKILLMAN ST,32.902847,75243,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.909012,Red Bird Mart,Convenience Store,2209,-10787861.8691192,,1442906.0,,3852241.10677088,95058.0,1411 N DUNCANVILLE RD,32.674973,75116,DUNCANVILLE,General Retail/Food/Other,,,
,TX,DALLAS,-96.641518,1 St Stop,Convenience Store,2226,-10758084.573249,,1442210.0,,3871448.85763283,95206.0,4100 GUS THOMASSON RD,32.820095,75150,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.665527,QuikTrip 908,Convenience Store,1336,-10760757.2429034,,897507.0,,3881217.48437108,95712.0,2010 S SHILOH RD,32.89381,75041,GARLAND,General Retail/Food/Other,,,
,TX,DALLAS,-96.736549,Quiktrip 960,Convenience Store,6306,-10768663.3757786,,1055031.0,,3888855.5648366,96005.0,522 W BELT LINE RD,32.951405,75080,RICHARDSON,General Retail/Food/Other,,,
,TX,DALLAS,-96.854347,Amigo's Grocery,Convenience Store,3502,-10781776.589155,,1055246.0,,3873148.35872746,96039.0,2259 ANSON RD,32.832924,75235,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.856972,7-eleven Convenience Store 22904,Convenience Store,2302,-10782068.8028184,,1058518.0,,3844835.94020022,96171.0,1500 N HAMPTON RD,32.618961,75115,DESOTO,General Retail/Food/Other,,,
,TX,DALLAS,-96.729324,Quiktrip 900,Convenience Store,5935,-10767859.0924576,,1054514.0,,3883241.1347444,96334.0,9500 FOREST LN,32.909073,75243,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.625069,Discount Tobacco And Beverage Corner ,Convenience Store,1345,-10756253.4789449,,1059602.0,,3874276.9026878,96449.0,1431 OATES DR,32.841442,75150,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.793968,7-Eleven 24584A,Convenience Store,4449,-10775055.2296204,,1055826.0,,3871112.80171631,96475.0,4201 TRAVIS ST,32.817558,75205,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.993187,A Taste of Market 564,Convenience Store,2162,-10797232.1872568,,1134041.0,,3893705.03478285,96726.0,750 N DENTON TAP RD,32.987953,75019,COPPELL,General Retail/Food/Other,,,
,TX,DALLAS,-96.945534,Walmart Supercenter 5810,Super Store,1067,-10791927.479562,,1134811.0,,3848579.98555856,96837.0,7075 W WHEATLAND RD,32.647285,75249,DALLAS,Uncategorized,,,
Ste 245,TX,DALLAS,-96.870644,ALDI 75043,Supermarket,7005,-10783590.7628965,,1058021.0,,3883205.2010698,96847.0,3128 FOREST LN,32.908802,75234,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.924713,ALDI 75063,Supermarket,    ,-10789609.6964442,,1058023.0,,3841010.50221671,96853.0,805 E BELTLINE RD,32.590012,75234,CEDAR HILL,General Retail/Food/Other,,,
,TX,DALLAS,-96.752495,7-Eleven,Convenience Store,2341,-10770438.4763787,,1058096.0,,3873674.99026833,96868.0,4200 ABRAMS RD,32.836899,75214,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-97.014465,Family Dollar Store 2337,Discount Retail,    ,-10799600.8433819,,1136178.0,,3860724.9671217,96999.0,610 S CARRIER PKWY,32.739101,75051,GRAND PRAIRIE,Uncategorized,,,
,TX,DALLAS,-96.881401,Fuel City Friendly's 0,Convenience Store,4405,-10784788.2266589,,1444303.0,,3876614.7561487,97166.0,10025 HARRY HINES BLVD,32.859085,75220,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.684471,Walmart Neighborhood Market 3015,Super Store,6906,-10762866.079337,,1109094.0,,3863481.86787165,97378.0,2827 S BUCKNER BLVD,32.75993,75227,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.887543,Quick Stop,Convenience Store,4497,-10785471.9509714,,1443520.0,,3872428.73331757,97564.0,1055 REGAL ROW,32.827492,75247,DALLAS,General Retail/Food/Other,,,
Ste H,TX,DALLAS,-96.933403,Zara Food Mart ,Convenience Store,7862,-10790577.0628192,,1443631.0,,3871055.71157808,97770.0,1102 E PIONEER DR,32.817127,75061,IRVING,General Retail/Food/Other,,,
,TX,DALLAS,-96.656517,Family Dollar Store 10418,Discount Retail,8205,-10759754.2542914,,1136928.0,,3853659.28943911,98142.0,9636 BRIERWOOD LN,32.685696,75217,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.80127,7-eleven Convenience Store 34120B,Convenience Store,4323,-10775868.0845422,,1645355.0,,3866114.55613222,98155.0,1295 COMMERCE ST,32.779816,75202,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.888084,El Rancho 1628,Super Store,3530,-10785532.1748159,,1137421.0,,3886987.85718713,98201.0,2770 VALWOOD PKWY,32.937325,75234,DALLAS,Mexican,Americas,Latin America - Central America,Mexico
Ste 100,TX,DALLAS,-96.712021,Ice House Beverage,Convenience Store,3714,-10765932.9313084,,1641640.0,,3888269.48647893,98227.0,940 E BELT LINE RD,32.946987,75081,RICHARDSON,General Retail/Food/Other,,,
,TX,DALLAS,-96.876892,Circle K 2741192,Convenience Store,3005,-10784286.287075,,1137588.0,,3862111.47698314,98231.0,3511 W DAVIS ST,32.749577,75211,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-97.027283,Circle K 2742206,Convenience Store,1805,-10801027.7366148,,897761.0,,3849983.18435266,98281.0,1729 W POLO RD,32.657898,75052,GRAND PRAIRIE,General Retail/Food/Other,,,
,TX,DALLAS,-96.717491,WALGREENS 11514,Pharmacy,2095,-10766541.848923,,898277.0,,3879257.01202287,98282.0,9807 WALNUT HILL LN,32.879021,75238,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.892212,El Rancho 1616,Super Store,4623,-10785991.7016739,,897957.0,,3860359.57294556,98455.0,4450 W JEFFERSON BLVD,32.73634,75211,DALLAS,Mexican,Americas,Latin America - Central America,Mexico
,TX,DALLAS,-96.991112,Target Store 255,Super Store,5992,-10797001.1993134,,898197.0,,3873852.39422726,98480.0,3333 W AIRPORT FWY,32.838238,75062,IRVING,Uncategorized,,,
,TX,DALLAS,-96.854233,Target Store 1850,Super Store,4301,-10781763.8987331,,898228.0,,3888825.71631736,98494.0,3730 BELT LINE RD,32.95118,75001,ADDISON,Uncategorized,,,
Ste 101,TX,DALLAS,-96.71476,Jtc Bless Import,Super Store,7325,-10766237.8353937,,1179253.0,,3882392.94373083,98501.0,9220 SKILLMAN ST,32.902676,75243,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.787872,HMS Mart,Convenience Store,1328,-10774376.6260045,,1444851.0,,3842848.73587934,98703.0,1458 W PLEASANT RUN RD,32.603924,75146,LANCASTER,General Retail/Food/Other,,,
,TX,DALLAS,-96.946503,7-Eleven 19091,Convenience Store,6011,-10792035.3481486,,898838.0,,3868944.36571951,98750.0,100 E SHADY GROVE RD,32.801186,75060,IRVING,General Retail/Food/Other,,,
,TX,DALLAS,-96.770515,Trader Joe's 403,Supermarket,7123,-10772444.4536028,,1110794.0,,3870748.54224691,99032.0,2001 GREENVILLE AVE,32.814808,75206,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.80381,7-eleven Convenience Store 35415,Convenience Store,9167,-10776150.8360488,,1064991.0,,3889131.76673906,99593.0,15050 PRESTON RD,32.953487,75254,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.828781,CVS PHARMACY 10670,Pharmacy,8297,-10778930.5950534,,1232561.0,,3870786.95453193,99629.0,4930 MAPLE AVE,32.815098,75235,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.675323,Martsmart,Convenience Store,3832,-10761847.7286352,,1111484.0,,3871674.18075026,99740.0,2347 OATES DR,32.821796,75228,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.731834,Lion Beverage Mart,Convenience Store,4124,-10768138.5043795,,1067203.0,,3870402.96977514,99773.0,7272 GASTON AVE,32.812199,75214,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.682983,Family Dollar 10734,Discount Retail,8646,-10762700.4359347,,1111578.0,,3862361.37315286,99853.0,2223 S BUCKNER BLVD,32.751465,75227,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.922157,One Stop Mart,Convenience Store,3351,-10789325.1638257,,1066747.0,,3870013.83208452,99945.0,501 S LOOP 12,32.809261,75060,IRVING,General Retail/Food/Other,,,
,TX,DALLAS,-96.993896,Circle K 2742413,Convenience Store,1518,-10797311.1127757,,900663.0,,3872623.20800904,100171.0,1401 N BELT LINE RD,32.82896,75061,IRVING,General Retail/Food/Other,,,
,TX,DALLAS,-96.754166,Walmart Supercenter 5823,Super Store,7807,-10770624.4912479,,1016239.0,,3876968.59525425,100396.0,6185 RETAIL RD,32.861755,75231,DALLAS,Uncategorized,,,
#100,TX,DALLAS,-96.936043,Magic Dollar,Convenience Store,    ,-10790870.9462749,,1235175.0,,3870417.00970083,100591.0,828 E IRVING BLVD,32.812305,75060,IRVING,General Retail/Food/Other,,,
,TX,DALLAS,-96.752571,TA Dallas South 150,Convenience Store,7418,-10770446.93666,,1017123.0,,3849341.12718539,100765.0,7751 BONNIE VIEW RD,32.653042,75241,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.603264,Homeboys Shell,Convenience Store,3958,-10753826.1574482,,1233357.0,,3887050.06510412,100787.0,2510 FIREWHEEL PKWY,32.937794,75040,GARLAND,General Retail/Food/Other,,,
,TX,DALLAS,-96.787498,7-ELEVEN 26885,Convenience Store,4202,-10774334.992515,,899871.0,,3877481.74714376,100809.0,6833 W NORTHWEST HWY,32.865627,75225,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.835503,Star Medical Specialties,Other,5611,-10779678.8846705,,1447047.0,,3892239.95107055,101209.0,4386 SUNBELT DR,32.976913,75001,ADDISON,Uncategorized,,,
,TX,DALLAS,-96.653214,Scki Food Mart,Convenience Store,1131,-10759386.5660133,,1446612.0,,3867281.7536471,101596.0,1700 S TOWN EAST BLVD,32.788631,75149,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.773384,Sprouts Farmers Market 126,Supermarket,7525,-10772763.8292219,,1079419.0,,3870171.57831806,102114.0,1800 N HENDERSON AVE,32.810452,75206,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-97.008446,Family Dollar Store 10822,Discount Retail,6659,-10798930.8113668,,1153761.0,,3853395.4255324,102157.0,3709 S CARRIER PKWY,32.683701,75052,GRAND PRAIRIE,Uncategorized,,,
,TX,DALLAS,-96.891296,WinCo Foods 124,Supermarket,2622,-10785889.7330203,,1153959.0,,3848255.28901639,102177.0,800 S COCKRELL HILL RD,32.644829,75137,DUNCANVILLE,General Retail/Food/Other,,,
,TX,DALLAS,-96.753403,Big Daddy's Supermarket,Convenience Store,5303,-10770539.5544764,,1149684.0,,3860935.52718312,102404.0,6204 BEXAR ST,32.740692,75215,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.568863,Walmart Supercenter 5673,Super Store,    ,-10749996.6556454,,1152356.0,,3891895.73605763,102416.0,8015 WOODBRIDGE PARKWAY,32.974319,75048,SACHSE,Uncategorized,,,
,TX,DALLAS,-96.915886,7-eleven Convenience Store 35384,Convenience Store,3131,-10788627.079299,,1081031.0,,3865931.70787314,102502.0,5910 SINGLETON BLVD,32.778435,75212,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.803978,Westend Tobacco And Food Mart,Convenience Store,3100,-10776169.5377233,,1151602.0,,3866196.77919257,102521.0,909 ELM ST,32.780437,75202,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.713417,Highland Mart,Convenience Store,5848,-10766088.3333175,,1150886.0,,3869026.21122932,102529.0,8002 FERGUSON RD,32.801804,75228,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.66555,RaceTrac 2336,Convenience Store,2613,-10760759.8032517,,1151263.0,,3874327.91363078,102576.0,10707 FERGUSON RD,32.841827,75228,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.873627,RaceTrac 2337,Convenience Store,6215,-10783922.8289375,,1151264.0,,3876455.46576586,102577.0,2807 W NORTHWEST HWY,32.857883,75220,DALLAS,General Retail/Food/Other,,,
Ste 168,TX,DALLAS,-96.818413,Trader Joe's 405,Supermarket,4268,-10777776.4345729,,1151501.0,,3875564.83110865,102597.0,5550 W LOVERS LN,32.851162,75209,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.857628,ALDI 75074,Supermarket,3910,-10782141.8284043,,1153192.0,,3842870.93596002,102664.0,102 W PLEASANT RUN RD,32.604092,75115,DESOTO,General Retail/Food/Other,,,
,TX,DALLAS,-96.977081,Family Dollar 8762,Discount Retail,3302,-10795439.275538,,1080732.0,,3875525.34314113,102842.0,2401 FINLEY RD,32.850864,75062,IRVING,Uncategorized,,,
,TX,DALLAS,-96.799438,7-eleven Convenience Store 37014A,Convenience Store,3509,-10775664.1472351,,1153484.0,,3866318.06256429,102845.0,1502 ELM ST,32.781353,75201,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.636604,Country Boys Beer & Wine,Convenience Store,2604,-10757537.5492712,,1152086.0,,3858107.63949623,102923.0,10956 ELAM RD,32.719322,75180,BALCH SPRINGS,General Retail/Food/Other,,,
,TX,DALLAS,-96.998344,DOLLAR TREE 6362,Discount Retail,5727,-10797806.2618708,,1237709.0,,3861604.55345952,103156.0,430 E MAIN ST,32.745747,75050,GRAND PRAIRIE,Uncategorized,,,
,TX,DALLAS,-96.643471,7-eleven Convenience Store 35391,Convenience Store,4801,-10758301.9802145,,1070657.0,,3890715.87450012,103217.0,5401 N PRESIDENT GEORGE BUSH HWY,32.965427,75044,GARLAND,General Retail/Food/Other,,,
Ste 129,TX,DALLAS,-96.621811,Dollar Tree 6230,Discount Retail,8795,-10755890.8000439,,1236322.0,,3887706.25271446,103266.0,3046 LAVON DR,32.942741,75040,GARLAND,Uncategorized,,,
,TX,DALLAS,-96.813416,7-eleven Convenience Store 35405,Convenience Store,3910,-10777220.1710774,,1071494.0,,3869322.74042215,103652.0,3716 MAPLE AVE,32.804043,75219,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.824509,Quiktrip 974,Convenience Store,5285,-10778455.0381887,,1071535.0,,3841160.59455264,103660.0,1235 E BELT LINE RD,32.591148,75115,DESOTO,General Retail/Food/Other,,,
,TX,DALLAS,-96.756195,Dollar Stuff & More,Convenience Store,2908,-10770850.3584947,,1071011.0,,3866888.3494812,103825.0,4702 E GRAND AVE,32.78566,75223,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.800545,7-Eleven 34530,Convenience Store,    ,-10775787.3779114,,1018789.0,,3866647.89079985,104183.0,511 N AKARD,32.783844,75203,DALLAS,General Retail/Food/Other,,,
Unit 150,TX,DALLAS,-96.95195,Irving Subzi Mandi Inc,Grocery Store,5001,-10792641.7054149,,1238904.0,,3887478.10165655,104355.0,10010 N MACARTHUR BLVD,32.941021,75063,IRVING,General Retail/Food/Other,,,
Ste 100,TX,DALLAS,-96.626648,Galloway Beer & Wine,Convenience Store,7533,-10756429.2524209,,1649007.0,,3872373.09401088,104567.0,4701 N GALLOWAY AVE,32.827072,75150,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.823097,7-Eleven 12205,Convenience Store,3331,-10778297.8550677,,1020224.0,,3875620.48551624,104848.0,5123 W LOVERS LN,32.851582,75209,DALLAS,General Retail/Food/Other,,,
Ste 113,TX,DALLAS,-96.887192,Dollar Tree 5353,Discount Retail,5874,-10785432.8778301,,1116239.0,,3889354.51066846,105080.0,1927 E BELT LINE RD,32.955166,75006,CARROLLTON,Uncategorized,,,
,TX,DALLAS,-96.682671,Discount Tobacco And Grocery,Convenience Store,2303,-10762665.7042536,,1117715.0,,3866449.93978727,105201.0,4864 S BUCKNER BLVD,32.782349,75227,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.880142,V Mart,Convenience Store,3723,-10784648.07542,,1604144.0,,3854446.81607157,105349.0,3633 W LEDBETTER DR,32.69165,75233,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.727234,7-eleven 27693,Convenience Store,4414,-10767626.4347218,,1115397.0,,3870448.40091601,105370.0,7815 GARLAND RD,32.812542,75218,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.596451,7-eleven Convenience Store 35389,Convenience Store,5823,-10753067.7377574,,1115726.0,,3867596.51292539,105398.0,105 US HIGHWAY 80 E,32.791008,75150,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.517639,CVS/ PHARMACY 10068,Pharmacy,9306,-10744294.426049,,1083386.0,,3884339.35271506,105439.0,8626 LAKEVIEW PKWY,32.917355,75088,ROWLETT,Uncategorized,,,
,TX,DALLAS,-96.87365,7-Eleven Convenience 34117,Convenience Store,7857,-10783925.3892858,,1020663.0,,3883883.05334661,105536.0,12103 WEBB CHAPEL RD,32.913914,75234,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.787292,7-eleven Store 25170A,Convenience Store,    ,-10774312.0606999,,1082876.0,,3874439.21100163,105761.0,6229 HILLCREST ROAD,32.842667,75205,UNIVERSITY PARK,General Retail/Food/Other,,,
,TX,DALLAS,-96.857307,Walmart Supercenter 5889,Super Store,4936,-10782106.0948478,,1084753.0,,3877057.12295842,105841.0,9410 WEBB CHAPEL RD,32.862423,75220,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.818565,Family Dollar 8874,Discount Retail,1014,-10777793.3551355,,1084754.0,,3842936.87573089,105846.0,3155 W PLEASANT RUN RD,32.604591,75146,LANCASTER,Uncategorized,,,
,TX,DALLAS,-96.892014,RaceTrac 634,Convenience Store,4937,-10785969.6604147,,1085162.0,,3848677.95153509,106402.0,519 S COCKRELL HILL RD,32.648026,75116,DUNCANVILLE,General Retail/Food/Other,,,
,TX,DALLAS,-96.952637,Chilly Mart,Convenience Store,4706,-10792718.1819051,,1447920.0,,3886445.90622016,106500.0,9401 N MACARTHUR BLVD,32.933239,75063,IRVING,General Retail/Food/Other,,,
Ste 100,TX,DALLAS,-96.789413,DALLAS (KNOX & COLE) 400,Supermarket,4277,-10774548.1693399,,1239406.0,,3871752.07122646,106514.0,4525 COLE AVE,32.822384,75205,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.765594,Jeremy's Grocery,Convenience Store,3958,-10771896.6503886,,1447690.0,,3857520.18024758,106639.0,3444 E ILLINOIS AVE,32.714882,75216,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.645828,DOLLARTREE 6254,Discount Retail,3377,-10758564.3602543,,1239158.0,,3860051.62366009,106679.0,10304 LAKE JUNE RD,32.734013,75217,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.76413,Park Lane Mart,Convenience Store,6022,-10771733.6786541,,1448096.0,,3878303.87059231,106955.0,8209 PARK LN,32.87183,75231,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.862427,Lindas Liquor Beer Wine,Convenience Store,3556,-10782676.0506406,,1656414.0,,3877445.8310835,107186.0,9740 WEBB CHAPEL RD,32.865356,75220,DALLAS,Liquor Store,,,
Ste 224,TX,DALLAS,-96.805611,Vitamin Cottage Natural Food Markets Inc U039,Supermarket,6173,-10776351.3224517,,964690.0,,3883157.59906506,107264.0,11661 PRESTON RD,32.908443,75230,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.979576,India Import Supermarket,Supermarket,6018,-10795717.0176676,,964736.0,,3873907.51056511,107269.0,2521 W AIRPORT FWY,32.838654,75062,IRVING,Indian/South Asian,Asia,South Central Asia,Multiple South Central Asian
,TX,DALLAS,-96.858276,CVS/ PHARMACY INC 296,Pharmacy,3609,-10782213.9634344,,965542.0,,3848566.36821988,107656.0,2420 W WHEATLAND RD,32.647182,75237,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.749542,Quiktrip 904,Convenience Store,7721,-10770109.7499224,,965921.0,,3877029.29232088,107854.0,6060 SKILLMAN ST,32.862213,75231,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.76786,7-Eleven Convenience Store 18765A,Convenience Store,1010,-10772148.9003548,,1156152.0,,3867703.64158215,108263.0,111 N CARROLL AVE,32.791817,75226,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.776581,7-Eleven Convenience Store 17718A,Convenience Store,1409,-10773119.717634,,1156154.0,,3868004.11022088,108264.0,4104 GASTON AVE,32.794086,75246,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.627991,SIA Food Mart,Convenience Store,3641,-10756578.754497,,1245703.0,,3864460.02174849,108659.0,1919 W SCYENE RD,32.767319,75149,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.665977,7-Eleven 21104,Convenience Store,2150,-10760807.3366743,,1023679.0,,3875460.14853196,109241.0,11437 SHILOH RD,32.850372,75228,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.830177,Ann's Health Food Center & Market,Grocery Store,2816,-10779085.9970626,,1025752.0,,3857608.4295789,109351.0,2634 S ZANG BLVD,32.715549,75224,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.835953,Racetrac 498,Convenience Store,7422,-10779728.9784414,,1025887.0,,3871652.05888929,109379.0,2506 INWOOD RD,32.821629,75235,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.994316,Racetrac 516,Convenience Store,5862,-10797357.8669619,,1025890.0,,3862873.35917923,109381.0,702 N BELT LINE RD,32.755333,75050,GRAND PRAIRIE,General Retail/Food/Other,,,
,TX,DALLAS,-96.789436,CVS Pharmacy 10056,Pharmacy,    ,-10774550.7296881,,1119964.0,,3853804.51629986,109471.0,5050 S LANCASTER RD,32.686794,75216,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.825348,Walmart Supercenter 3014,Super Store,1300,-10778548.4352415,,1118472.0,,3853403.49346424,109511.0,200 SHORT BLVD,32.683762,75232,DALLAS,Uncategorized,,,
Ste 700,TX,DALLAS,-96.7705,Dollar Tree 5319,Discount Retail,7463,-10772442.7838105,,1119472.0,,3870044.16264033,109799.0,5334 ROSS AVE,32.80949,75206,DALLAS,Uncategorized,,,
,TX,DALLAS,-96.622978,Jaxx Fuel #10,Convenience Store,5627,-10756020.7098897,,1521192.0,,3862035.63560219,110024.0,1701 W BRUTON RD,32.749004,75149,MESQUITE,General Retail/Food/Other,,,
,TX,DALLAS,-96.877869,Racetrac 504,Convenience Store,5706,-10784395.0462175,,1025894.0,,3875561.78337489,110168.0,9620 HARRY HINES BLVD,32.851139,75220,DALLAS,General Retail/Food/Other,,,
,TX,DALLAS,-96.856232,QuikTrip 923,Convenience Store,5124,-10781986.4263952,,1074377.0,,3848195.26872652,110775.0,8414 S HAMPTON RD,32.644375,75232,DALLAS,General Retail/Food/Other,,,
Ste 114,TX,DALLAS,-96.597633,Wohemiya Ethiopian Grocery ,Other,3773,-10753199.3173955,,1521080.0,,3891904.36121395,110778.0,5634 HIGHWAY 78,32.974384,75048,SACHSE,African,Africa,Multiple African Regions,Multiple African
,TX,DALLAS,-96.700211,1 Star Beverage,Other,5908,-10764618.2481221,,1087515.0,,3884325.16353983,111044.0,510 N PLANO RD,32.917248,75042,GARLAND,Uncategorized,,,
,TX,DALLAS,-96.92646,Doc 's Mart 1,Convenience Store,4700,-10789804.1715946,,1090130.0,,3843425.42291113,111340.0,1030 N HIGHWAY 67,32.608288,75104,CEDAR HILL,General Retail/Food/Other,,,
